number	organism name	kingdom	phylum	class	file	accession number	sequences	base pair	DIV	submitted	updated	BioProject	BioSample	SRA
2673	Polypedilum nubifer	Metazoa	Arthropoda	Insecta	GGBC.gz	GGBC01000001-GGBC01015987	15987	19442890	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652576	SRR6155937
2674	Cardiocladius sp. GF1	Metazoa	Arthropoda	Insecta	GGBD.gz	GGBD01000001-GGBD01015214	15214	19022139	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652577	SRR6155936
2675	Kiefferophyes invenustulus	Metazoa	Arthropoda	Insecta	GGBE.gz	GGBE01000001-GGBE01036325	36325	32671099	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652578	SRR6155941
2676	Austrothaumalea cf. denticulata Cul1	Metazoa	Arthropoda	Insecta	GGBF.gz	GGBF01000001-GGBF01026170	26170	19309558	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652579	SRR6155940
2677	cf. Paracnephia sp. Prosim 2	Metazoa	Arthropoda	Insecta	GGBG.gz	GGBG01000001-GGBG01017017	17017	19123154	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652580	SRR6155943
2678	Dixa sp. Dix1	Metazoa	Arthropoda	Insecta	GGBH.gz	GGBH01000001-GGBH01019277	19277	22589416	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652582	SRR6155945
2679	cf. Dixella/Nothodixa sp. Dix2	Metazoa	Arthropoda	Insecta	GGBI.gz	GGBI01000001-GGBI01017470	17470	20289804	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652583	SRR6155944
2680	Corethrella calathicola	Metazoa	Arthropoda	Insecta	GGBJ.gz	GGBJ01000001-GGBJ01026273	26273	34031122	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652584	SRR6155947
2681	Chaoborus flavidulus	Metazoa	Arthropoda	Insecta	GGBK.gz	GGBK01000001-GGBK01031661	31661	23881969	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652585	SRR6155946
2682	Toxorhynchites sp. Toxo	Metazoa	Arthropoda	Insecta	GGBL.gz	GGBL01000001-GGBL01019586	19586	30684246	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652586	SRR6155935
2683	Tripteroides aranoides	Metazoa	Arthropoda	Insecta	GGBM.gz	GGBM01000001-GGBM01032555	32555	21959896	TSA	2017-11-28	2018-03-09	PRJNA406831	SAMN07652587	SRR6155938
2684	Oncorhynchus mykiss	Metazoa	Chordata	Actinopteri	GGBN.gz	GGBN01000001-GGBN01031176	31176	25509172	TSA	2017-11-29	2017-12-07	PRJNA389609	SAMN07203781	SRR5657592
2685	Simulium sp. Sim Corn	Metazoa	Arthropoda	Insecta	GGBP.gz	GGBP01000001-GGBP01013059	13059	10339108	TSA	2017-11-29	2018-03-09	PRJNA406831	SAMN07652581	SRR6155942
2686	freshwater metagenome	None	None	None	GGBR.gz	GGBR01000001-GGBR01010434	10434	90334558	TSA	2017-12-01	2017-12-15	PRJNA420612	SAMN05518389	SRR3987953
2687	Bactrocera dorsalis	Metazoa	Arthropoda	Insecta	GGBS.gz	GGBS01000001-GGBS01042278	42278	39996739	TSA	2017-12-02	2017-12-18	PRJNA420604	SAMN08116747	SRR123456
2688	Delphinapterus leucas	Metazoa	Chordata	Mammalia	GGBT.gz	GGBT01000001-GGBT01096172	96172	52786713	TSA	2017-12-01	2017-12-15	PRJNA414234	SAMN07782284	SRR6181296
2689	Isodiametra pulchra	Metazoa	Xenacoelomorpha	Acoela	GGBV.gz	GGBV01000001-GGBV01255054	255054	164559665	TSA	2017-12-06	2017-12-07	PRJNA391851	SAMN07276911	SRR5760180
2690	Ginkgo biloba	Viridiplantae	Streptophyta	None	GGBW.gz	GGBW01000001-GGBW01079639	79639	97152275	TSA	2017-12-06	2017-12-07	PRJNA411881	SAMN07689691	SRR6125579
2691	Caulanthus amplexicaulis	Viridiplantae	Streptophyta	None	GGBY.gz	GGBY01000001-GGBY01082938	82938	44898722	TSA	2017-12-07	2017-12-18	PRJNA417949	SAMN08012623	SRR6281389
2692	Caulanthus amplexicaulis	Viridiplantae	Streptophyta	None	GGBZ.gz	GGBZ01000001-GGBZ01092771	92771	63793019	TSA	2017-12-07	2017-12-18	PRJNA417948	SAMN08012624	SRR6313026
2693	Melibe leonina	Metazoa	Mollusca	Gastropoda	GGCA.gz	GGCA01000001-GGCA01167742	167742	139197820	TSA	2017-12-08	2017-12-18	PRJNA420367	SAMN08110019	SRR6333767
2694	Porichthys notatus	Metazoa	Chordata	Actinopteri	GGCC.gz	GGCC01000001-GGCC01058874	58874	108426680	TSA	2017-12-11	2018-01-03	PRJNA414410	SAMN07782204	SRR6178088
2695	Pollicipes pollicipes	Metazoa	Arthropoda	Maxillopoda	GGCF.gz	GGCF01000001-GGCF01121018	121018	82706619	TSA	2017-12-12	2017-12-19	PRJNA394196	SAMN07352954	SRR5832119
2696	Littorina littorea	Metazoa	Mollusca	Gastropoda	GGCG.gz	GGCG01000001-GGCG01077038	77038	127718725	TSA	2017-12-12	2018-04-03	PRJNA421656	SAMN08149830	SRR6362808
2697	Pollicipes pollicipes	Metazoa	Arthropoda	Maxillopoda	GGCH.gz	GGCH01000001-GGCH01098306	98306	59336282	TSA	2017-12-13	2017-12-19	PRJNA394196	SAMN07352956	SRR5832121
2698	Scomber colias	Metazoa	Chordata	Actinopteri	GGCI.gz	GGCI01000001-GGCI01093731	93731	91425968	TSA	2017-12-12	2018-01-03	PRJNA421883	SAMN08159728	SRR6367407
2699	Microplitis mediator	Metazoa	Arthropoda	Insecta	GGCK.gz	GGCK01000001-GGCK01018883	18883	33227382	TSA	2017-12-17	2018-01-03	PRJNA396461	SAMN07426834	SRR5885339
2700	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCM.gz	GGCM01000001-GGCM01064936	64936	62270398	TSA	2017-12-17	2018-01-03	PRJNA292371	SAMN03975665	SRR2153288
2701	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCN.gz	GGCN01000001-GGCN01091990	91990	87517289	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560340	SRR5345036
2702	Hordeum vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCO.gz	GGCO01000001-GGCO01118802	118802	146025793	TSA	2017-12-17	2018-01-03	PRJNA376252	SAMN06368459	SRR5277779
2703	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCP.gz	GGCP01000001-GGCP01087552	87552	82978196	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560341	SRR5345035
2704	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCQ.gz	GGCQ01000001-GGCQ01110017	110017	109708521	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560342	SRR5345034
2705	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCR.gz	GGCR01000001-GGCR01106787	106787	107248615	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560343	SRR5345033
2706	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCS.gz	GGCS01000001-GGCS01073272	73272	70914107	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560344	SRR5345032
2707	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCT.gz	GGCT01000001-GGCT01090111	90111	87296087	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560345	SRR5345030
2708	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCU.gz	GGCU01000001-GGCU01082684	82684	78386278	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560346	SRR5345028
2709	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCV.gz	GGCV01000001-GGCV01082519	82519	76608557	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560347	SRR5345026
2710	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCW.gz	GGCW01000001-GGCW01079998	79998	74873050	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560348	SRR5345024
2711	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCX.gz	GGCX01000001-GGCX01085591	85591	80115424	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560349	SRR5345022
2712	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCY.gz	GGCY01000001-GGCY01076791	76791	69310467	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560350	SRR5345020
2713	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGCZ.gz	GGCZ01000001-GGCZ01090900	90900	86542511	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560351	SRR5345018
2714	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDA.gz	GGDA01000001-GGDA01088118	88118	83346606	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560352	SRR5345016
2715	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDB.gz	GGDB01000001-GGDB01090076	90076	84904800	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560353	SRR5345014
2716	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDC.gz	GGDC01000001-GGDC01095898	95898	92544121	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560354	SRR5345012
2717	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDD.gz	GGDD01000001-GGDD01084513	84513	82453463	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560355	SRR5345010
2718	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDE.gz	GGDE01000001-GGDE01092132	92132	88511431	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560356	SRR5345008
2719	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDF.gz	GGDF01000001-GGDF01075011	75011	69252310	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560357	SRR5345006
2720	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDG.gz	GGDG01000001-GGDG01101657	101657	101878223	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560358	SRR5345005
2721	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDH.gz	GGDH01000001-GGDH01091464	91464	85414424	TSA	2017-12-17	2018-01-03	PRJNA378723	SAMN06560359	SRR5345003
2722	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDI.gz	GGDI01000001-GGDI01078420	78420	75225843	TSA	2017-12-18	2018-01-03	PRJNA378723	SAMN06560360	SRR5345002
2723	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDJ.gz	GGDJ01000001-GGDJ01083708	83708	79310549	TSA	2017-12-18	2018-01-03	PRJNA378723	SAMN06560361	SRR5345000
2724	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDK.gz	GGDK01000001-GGDK01077114	77114	74184039	TSA	2017-12-18	2018-01-03	PRJNA292371	SAMN03975698	SRR2153285
2725	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDL.gz	GGDL01000001-GGDL01095291	95291	90771904	TSA	2017-12-18	2018-01-03	PRJNA378723	SAMN06560362	SRR5344998
2726	Hordeum vulgare subsp. vulgare	Viridiplantae	Streptophyta	Liliopsida	GGDM.gz	GGDM01000001-GGDM01068350	68350	63651576	TSA	2017-12-18	2018-01-03	PRJNA378723	SAMN06560363	SRR5344997
2727	Hordeum vulgare subsp. spontaneum	Viridiplantae	Streptophyta	Liliopsida	GGDN.gz	GGDN01000001-GGDN01081649	81649	77451635	TSA	2017-12-18	2018-01-03	PRJNA378723	SAMN06560364	SRR5344995
2728	Hordeum vulgare subsp. spontaneum	Viridiplantae	Streptophyta	Liliopsida	GGDO.gz	GGDO01000001-GGDO01090362	90362	86813242	TSA	2017-12-18	2018-01-03	PRJNA378723	SAMN06560365	SRR5344993
2729	Hordeum vulgare subsp. spontaneum	Viridiplantae	Streptophyta	Liliopsida	GGDP.gz	GGDP01000001-GGDP01081422	81422	77380280	TSA	2017-12-18	2018-01-03	PRJNA378723	SAMN06560366	SRR5344991
2730	Hordeum vulgare subsp. spontaneum	Viridiplantae	Streptophyta	Liliopsida	GGDQ.gz	GGDQ01000001-GGDQ01079298	79298	76798729	TSA	2017-12-18	2018-01-03	PRJNA378723	SAMN06560367	SRR5344989
2731	Hordeum vulgare subsp. spontaneum	Viridiplantae	Streptophyta	Liliopsida	GGDR.gz	GGDR01000001-GGDR01084016	84016	81222234	TSA	2017-12-18	2018-01-03	PRJNA378723	SAMN06560368	SRR5344987
2732	Hordeum vulgare subsp. spontaneum	Viridiplantae	Streptophyta	Liliopsida	GGDS.gz	GGDS01000001-GGDS01078328	78328	74039900	TSA	2017-12-18	2018-01-03	PRJNA378723	SAMN06560369	SRR5344985
2733	Hordeum vulgare subsp. spontaneum	Viridiplantae	Streptophyta	Liliopsida	GGDT.gz	GGDT01000001-GGDT01081239	81239	78345901	TSA	2017-12-18	2018-01-03	PRJNA378723	SAMN06560370	SRR5344983
2734	Oncorhynchus tshawytscha	Metazoa	Chordata	Actinopteri	GGDU.gz	GGDU01000001-GGDU01725902	725902	743006218	TSA	2017-12-18	2017-12-21	PRJNA402052	SAMN07614989	SRR6311471
2735	Croton tiglium	Viridiplantae	Streptophyta	None	GGDV.gz	GGDV01000001-GGDV01224425	224425	345652693	TSA	2017-12-18	2018-01-03	PRJNA416498	SAMN07958181	SRR6239853
2736	Avena sativa	Viridiplantae	Streptophyta	Liliopsida	GGDX.gz	GGDX01000001-GGDX01290703	290703	335590904	TSA	2017-12-20	2018-01-03	PRJNA422803	SAMN08196802	SRR6388185
2737	Avena sativa	Viridiplantae	Streptophyta	Liliopsida	GGDY.gz	GGDY01000001-GGDY01343001	343001	359259090	TSA	2017-12-20	2018-01-03	PRJNA422803	SAMN08196803	SRR6388184
2738	Sorghum halepense	Viridiplantae	Streptophyta	Liliopsida	GGDZ.gz	GGDZ01000001-GGDZ01141030	141030	116442885	TSA	2017-12-20	2018-01-03	PRJNA417857	SAMN08007477	SRR6327837
2739	Polianthes tuberosa	Viridiplantae	Streptophyta	Liliopsida	GGEA.gz	GGEA01000001-GGEA01096882	96882	99096533	TSA	2017-12-20	2018-01-03	PRJNA420908	SAMN08124382	SRR6364935
2740	Camellia sinensis	Viridiplantae	Streptophyta	None	GGEB.gz	GGEB01000001-GGEB01069488	69488	40814856	TSA	2017-12-21	2018-02-12	PRJNA414949	SAMN07811449	SRR6189365
2741	Rhizophora mucronata	Viridiplantae	Streptophyta	None	GGEC.gz	GGEC01000001-GGEC01093960	93960	98652444	TSA	2018-02-07	2018-03-07	PRJNA345155	SAMN05846347	SRR5012157
2742	seawater metagenome	None	None	None	GGEF.gz	GGEF01000001-GGEF01418000	418000	271132788	TSA	2017-12-27	2018-01-03	PRJNA385750	SAMN07967325	SRR5515070
2743	Papaipema speciosissima	Metazoa	Arthropoda	Insecta	GGEG.gz	GGEG01000001-GGEG01068896	68896	97154478	TSA	2017-12-27	2018-02-05	PRJNA392177	SAMN07284860	SRR5799647
2744	Papaipema sp. 4 SJO-2017	Metazoa	Arthropoda	Insecta	GGEH.gz	GGEH01000001-GGEH01095072	95072	85432625	TSA	2017-12-27	2018-02-05	PRJNA392177	SAMN07284861	SRR5799648
2745	Ciona savignyi	Metazoa	Chordata	Ascidiacea	GGEI.gz	GGEI01000001-GGEI01109781	109781	65860224	TSA	2017-12-30	2018-01-08	PRJNA427851	SAMN08275056	SRR6431991
2746	Copidosoma sosares	Metazoa	Arthropoda	Insecta	GGEJ.gz	GGEJ01000001-GGEJ01006654	6654	5941858	TSA	2017-12-29	2018-01-02	PRJNA427910	SAMN08275836	SRR5535384
2747	Clausena excavata	Viridiplantae	Streptophyta	None	GGEM.gz	GGEM01000001-GGEM01016626	16626	12553368	TSA	2018-01-05	2018-02-09	PRJNA428402	SAMN08289434	SRR6438389
2748	Thinopyrum intermedium	Viridiplantae	Streptophyta	Liliopsida	GGEN.gz	GGEN01000001-GGEN01151353	151353	146673655	TSA	2018-01-05	2018-01-10	PRJNA428355	SAMN08289116	SRR6437563
2749	Ctenopseustis obliquana	Metazoa	Arthropoda	Insecta	GGEO.gz	GGEO01000001-GGEO01017404	17404	17539158	TSA	2018-01-07	2018-01-10	PRJNA236626	SAMN02644784	SRR1171185
2750	Sarcophaga peregrina	Metazoa	Arthropoda	Insecta	GGEP.gz	GGEP01000001-GGEP01055730	55730	59916868	TSA	2018-01-08	2018-01-08	PRJNA417222	SAMN07981103	SRR6265701
2751	Clonostachys rosea	Fungi	Ascomycota	Sordariomycetes	GGEQ.gz	GGEQ01000001-GGEQ01078797	78797	314272559	TSA	2018-01-10	2018-01-10	PRJNA420967	SAMN08130186	SRR6345072
2752	Porites lutea	Metazoa	Cnidaria	Anthozoa	GGER.gz	GGER01000001-GGER01077426	77426	153144232	TSA	2018-01-08	2018-01-19	PRJNA427745	SAMN08271961	SRR6425704
2753	Porites lutea	Metazoa	Cnidaria	Anthozoa	GGES.gz	GGES01000001-GGES01042673	42673	39420389	TSA	2018-01-08	2018-01-19	PRJNA427745	SAMN08271961	SRR6425705
2754	Ctenopseustis herana	Metazoa	Arthropoda	Insecta	GGET.gz	GGET01000001-GGET01019929	19929	19720797	TSA	2018-01-08	2018-01-19	PRJNA236627	SAMN02639469	SRR1165708
2755	Planotortrix excessana	Metazoa	Arthropoda	Insecta	GGEU.gz	GGEU01000001-GGEU01018637	18637	18676312	TSA	2018-01-08	2018-01-19	PRJNA243920	SAMN02720828	SRR1258862
2756	Planotortrix octo	Metazoa	Arthropoda	Insecta	GGEV.gz	GGEV01000001-GGEV01017283	17283	17166333	TSA	2018-01-08	2018-01-19	PRJNA243922	SAMN02714767	SRR1258823
2757	Pinus pinaster	Viridiplantae	Streptophyta	None	GGEX.gz	GGEX01000001-GGEX01066553	66553	67060159	TSA	2018-01-10	2018-01-18	PRJEB21602	SAMEA104148611	ERR2021870
2758	Patiria miniata	Metazoa	Echinodermata	Asteroidea	GGEY.gz	GGEY01000001-GGEY01066378	66378	75111566	TSA	2018-01-11	2018-01-18	PRJNA398668	SAMN07514930	SRR5986254
2759	Heterobasidion occidentale	Fungi	Basidiomycota	Agaricomycetes	GGEZ.gz	GGEZ01000001-GGEZ01025346	25346	22553317	TSA	2018-01-11	2018-01-18	PRJNA429253	SAMN08331854	SRR6457920
2760	Heterobasidion occidentale	Fungi	Basidiomycota	Agaricomycetes	GGFA.gz	GGFA01000001-GGFA01028311	28311	22339575	TSA	2018-01-11	2018-01-18	PRJNA429253	SAMN08331855	SRR6457923
2761	Charybdis feriata	Metazoa	Arthropoda	Malacostraca	GGFD.gz	GGFD01000001-GGFD01086353	86353	86037047	TSA	2018-01-15	2018-01-19	PRJNA415670	SAMN07831626	SRR6214447
2762	Potamopyrgus antipodarum	Metazoa	Mollusca	Gastropoda	GGFE.gz	GGFE01000001-GGFE01036785	36785	35721003	TSA	2018-01-15	2018-01-19	PRJNA423241	SAMN08214416	SRR6470165
2763	Anopheles nuneztovari	Metazoa	Arthropoda	Insecta	GGFF.gz	GGFF01000001-GGFF01000284	284	188820	TSA	2018-01-16	2018-01-30	PRJNA428765	SAMN08332483	SRR6471062
2764	Myrmecia gulosa	Metazoa	Arthropoda	Insecta	GGFG.gz	GGFG01000001-GGFG01000022	22	11706	TSA	2018-01-16	2018-01-30	PRJNA429730	SAMN08358205	SRR6466797
2765	Anguillicola crassus	Metazoa	Nematoda	Chromadorea	GGFI.gz	GGFI01000001-GGFI01008085	8085	17185256	TSA	2018-01-17	2018-01-30	PRJNA81117	SAMN00773158	SRR398908
2766	Anopheles marajoara	Metazoa	Arthropoda	Insecta	GGFJ.gz	GGFJ01000001-GGFJ01015037	15037	19653024	TSA	2018-01-16	2018-01-30	PRJNA428765	SAMN08332487	SRR6471058
2767	Anopheles triannulatus	Metazoa	Arthropoda	Insecta	GGFK.gz	GGFK01000001-GGFK01015820	15820	22282004	TSA	2018-01-17	2018-01-30	PRJNA428765	SAMN08332488	SRR6471057
2768	Anopheles darlingi	Metazoa	Arthropoda	Insecta	GGFL.gz	GGFL01000001-GGFL01016305	16305	16110663	TSA	2018-01-16	2018-01-30	PRJNA428765	SAMN08332484	SRR6471060
2769	Anopheles braziliensis	Metazoa	Arthropoda	Insecta	GGFM.gz	GGFM01000001-GGFM01012570	12570	12806113	TSA	2018-01-16	2018-01-30	PRJNA428765	SAMN08332486	SRR6471059
2770	Lumnitzera littorea	Viridiplantae	Streptophyta	None	GGFO.gz	GGFO01000001-GGFO01087035	87035	109080132	TSA	2018-01-24	2018-01-30	PRJNA430148	SAMN08369250	SRR6482160
2771	Lumnitzera racemosa	Viridiplantae	Streptophyta	None	GGFQ.gz	GGFQ01000001-GGFQ01063778	63778	79852993	TSA	2018-01-24	2018-01-30	PRJNA430148	SAMN08369249	SRR6482161
2772	Chlorella sp. BR2	Viridiplantae	Chlorophyta	Trebouxiophyceae	GGGA.gz	GGGA01000001-GGGA01112965	112965	79905457	TSA	2018-01-29	2018-02-14	PRJNA389111	SAMN07280588	SRR5759398
2773	Artocarpus altilis	Viridiplantae	Streptophyta	None	GGGH.gz	GGGH01000001-GGGH01104581	104581	62402111	TSA	2018-01-30	2018-02-14	PRJNA311339	SAMN07593774	SRR5997516
2774	Schistosoma haematobium	Metazoa	Platyhelminthes	Trematoda	GGGJ.gz	GGGJ01000001-GGGJ01031591	31591	28611167	TSA	2018-01-29	2018-02-05	PRJNA431931	SAMN08442090	SRR6655497
2775	Salix purpurea	Viridiplantae	Streptophyta	None	GGGM.gz	GGGM01000001-GGGM01187477	187477	96117481	TSA	2018-02-05	2018-02-14	PRJEB16316	SAMEA4516778	ERR1697133
2776	Citrus maxima	Viridiplantae	Streptophyta	None	GGGN.gz	GGGN01000001-GGGN01084354	84354	60443044	TSA	2018-02-06	2018-03-07	PRJNA429973	SAMN08358182	SRR6656066
2777	Mimachlamys varia	Metazoa	Mollusca	Bivalvia	GGGO.gz	GGGO01000001-GGGO01333012	333012	353061882	TSA	2018-02-06	2018-03-29	PRJNA427371	SAMN08235964	SRR6414622
2778	Tagetes erecta	Viridiplantae	Streptophyta	None	GGGQ.gz	GGGQ01000001-GGGQ01071790	71790	55576484	TSA	2018-02-08	2018-03-01	PRJNA431782	SAMN08405647	SRR6667676
2779	Amaranthus tuberculatus	Viridiplantae	Streptophyta	None	GGGT.gz	GGGT01000001-GGGT01113862	113862	149997699	TSA	2018-02-13	2018-02-21	PRJNA432348	SAMN08475736	SRR6705590
2780	Zea mays	Viridiplantae	Streptophyta	Liliopsida	GGGU.gz	GGGU01000001-GGGU01037430	37430	28579165	TSA	2018-02-14	2018-02-21	PRJNA300830	SAMN08523108	SRR6713957
2781	Stentor polymorphus	None	None	Heterotrichea	GGGV.gz	GGGV01000001-GGGV01042827	42827	55093389	TSA	2018-02-13	2018-03-12	PRJNA433765	SAMN08517215	SRR6714474
2782	Zea mays	Viridiplantae	Streptophyta	Liliopsida	GGGX.gz	GGGX01000001-GGGX01038041	38041	29483904	TSA	2018-02-15	2018-02-21	PRJNA300830	SAMN08533523	SRR6724183
2783	Eigenmannia virescens	Metazoa	Chordata	Actinopteri	GGGZ.gz	GGGZ01000001-GGGZ01146994	146994	235466895	TSA	2018-02-14	2018-03-07	PRJNA432820	SAMN08462395	SRR6675258
2784	Ictalurus punctatus	Metazoa	Chordata	Actinopteri	GGHA.gz	GGHA01000001-GGHA01140029	140029	220174737	TSA	2018-02-14	2018-03-07	PRJNA432820	SAMN08462389	SRR6675260
2785	Apteronotus albifrons	Metazoa	Chordata	Actinopteri	GGHI.gz	GGHI01000001-GGHI01109005	109005	184430539	TSA	2018-02-15	2018-03-07	PRJNA432820	SAMN08462383	SRR6675272
2786	Apteronotus leptorhynchus	Metazoa	Chordata	Actinopteri	GGHJ.gz	GGHJ01000001-GGHJ01369710	369710	338643037	TSA	2018-02-15	2018-03-07	PRJNA432820	SAMN08462403	SRR6675268
2787	Parapteronotus hasemani	Metazoa	Chordata	Actinopteri	GGHK.gz	GGHK01000001-GGHK01297458	297458	283560735	TSA	2018-02-14	2018-03-07	PRJNA432820	SAMN08462401	SRR6675266
2788	Colossoma macropomum	Metazoa	Chordata	Actinopteri	GGHL.gz	GGHL01000001-GGHL01103895	103895	188184783	TSA	2018-02-19	2018-04-03	PRJNA434368	SAMN08554961	SRR6741523
2789	Jasus edwardsii	Metazoa	Arthropoda	Malacostraca	GGHM.gz	GGHM01000001-GGHM01187981	187981	180256234	TSA	2018-02-19	2018-02-26	PRJNA386609	SAMN07337791	SRR6364915
2790	Penium margaritaceum	Viridiplantae	Streptophyta	Zygnemophyceae	GGHW.gz	GGHW01000001-GGHW01000124	124	65017	TSA	2018-02-21	2018-02-27	PRJNA433973	SAMN08527117	SRR6751006
2791	Racocetra castanea	Fungi	Mucoromycota	Glomeromycetes	GGID.gz	GGID01000001-GGID01141404	141404	85993443	TSA	2018-02-23	2018-04-02	PRJNA376430	SAMN06392811	SRR5279413
2792	Scutellospora calospora	Fungi	Mucoromycota	Glomeromycetes	GGIE.gz	GGIE01000001-GGIE01057064	57064	38623494	TSA	2018-02-23	2018-04-02	PRJNA376430	SAMN06392810	SRR5279415
2793	Jatropha curcas	Viridiplantae	Streptophyta	None	GGIF.gz	GGIF01000001-GGIF01100597	100597	109612987	TSA	2018-02-24	2018-03-07	PRJNA429992	SAMN08364547	SRR6473009
2794	Funneliformis mosseae	Fungi	Mucoromycota	Glomeromycetes	GGII.gz	GGII01000001-GGII01103904	103904	54201075	TSA	2018-02-26	2018-04-02	PRJNA376430	SAMN06392815	SRR5279405
2795	Claroideoglomus claroideum	Fungi	Mucoromycota	Glomeromycetes	GGIJ.gz	GGIJ01000001-GGIJ01061787	61787	20486644	TSA	2018-02-26	2018-04-02	PRJNA376430	SAMN06392814	SRR5279407
2796	Ambispora leptoticha	Fungi	Mucoromycota	Glomeromycetes	GGIK.gz	GGIK01000001-GGIK01238575	238575	102740089	TSA	2018-02-26	2018-04-02	PRJNA376430	SAMN06392813	SRR5279409
2797	Paraglomus brasilianum	Fungi	Mucoromycota	Glomeromycetes	GGIL.gz	GGIL01000001-GGIL01174774	174774	82039188	TSA	2018-02-26	2018-04-02	PRJNA376430	SAMN06392812	SRR5279411
2798	Diversispora versiformis	Fungi	Mucoromycota	Glomeromycetes	GGIM.gz	GGIM01000001-GGIM01290844	290844	101297185	TSA	2018-02-26	2018-04-02	PRJNA376430	SAMN06392809	SRR5279417
2799	Rhizophagus irregularis	Fungi	Mucoromycota	Glomeromycetes	GGIN.gz	GGIN01000001-GGIN01060132	60132	16553960	TSA	2018-02-26	2018-04-02	PRJNA376430	SAMN06392807	SRR5279421
2800	Acaulospora morrowiae	Fungi	Mucoromycota	Glomeromycetes	GGIO.gz	GGIO01000001-GGIO01066321	66321	22105230	TSA	2018-02-26	2018-04-02	PRJNA376430	SAMN06392808	SRR5279419
2801	Hirudo verbana	Metazoa	Annelida	Clitellata	GGIQ.gz	GGIQ01000001-GGIQ01107539	107539	146670438	TSA	2018-03-06	2018-04-02	PRJNA435743	SAMN08595902	SRR6782848
